,id,caller_id,name,address_city,address,phone_number,county,chain,treat,call_attempts,day,time,female_rep,esl_rep,script_budget_upcharge,script_knowledge,quote_point,quote_range_low,quote_range_high,no_quote_reason,quote_breakdown,notes,analyzed_comment,range_provided,enrolled_subject,outcome,returned_call,failed_callback,does_not_perform_service,onsite_additional_info,female_caller,esl_caller,non_complier,attrition,esl_affinity,gender_affinity,gender_esl_affinity,no_quote_reason_NA,no_quote_reason_does_not_provide_this_service,no_quote_reason_no_contact_after_2_tries,no_quote_reason_other,no_quote_reason_refused_to_provide_quote,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
467,467,6,"Ballard Muffler & Radiator",shoreline,"16622 Aurora Ave N Shoreline, WA 98133","(206) 783-7530",king,0,0,2,Thursday,14,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.750169,-122.345102,1,rooftop,16622,"Aurora Ave N",,,Shoreline,WA,"King County",98133,US,King
468,468,6,"Continental Motors","lake forest park","14702 Bothell Way NE Lake Forest Park, WA 98155","(206) 362-5221",king,0,0,2,Thursday,14,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.735734,-122.291841,1,rooftop,14702,"Bothell Way NE",,,"Lake Forest Park",WA,"King County",98155,US,King
469,469,6,"Japanese Auto Care",lynnwood,"20804 Hwy 99 Lynnwood, WA 98036","(425) 771-7767",snohomish,0,0,2,Monday,10,1,0,0,0,,650,850,,0,,no_comment,1,1,750,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47.810181,-122.324593,1,rooftop,20804,"Hwy 99",,,Lynnwood,WA,"Snohomish County",98036,US,"Snohomish County"
470,470,2,"My Mechanic Automotive",seattle,"10729 Aurora Ave N Seattle, WA 98133","(206) 524-7742",king,0,0,1,Tuesday,9,1,0,0,0,,,,other,,"failed call back",failed_callback,0,1,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,47.707435,-122.34528,1,rooftop,10729,"Aurora Ave N",,,Seattle,WA,"King County",98133,US,King
471,471,4,Bret’s,lynnwood,"21010 66th Ave W Lynnwood, WA 98036","(425) 771-1900",snohomish,0,1,1,Thursday,15,,,0,0,,,,no_contact_after_2_tries,,"Does not accept unidentified calls",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.808359,-122.322344,1,rooftop,21010,"66th Ave W",,,Lynnwood,WA,"Snohomish County",98036,US,"Snohomish County"
472,472,4,"Scanwest Autosport",seattle,"9520 Greenwood Ave N Seattle, WA 98103","(206) 789-2819",king,0,1,1,Thursday,15,0,1,0,0,,,,does_not_provide_this_service,,"Dont work with Toyota",does_not_perform_service,0,1,,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,47.698676,-122.354958,1,rooftop,9520,"Greenwood Ave N",,,Seattle,WA,"King County",98103,US,King
473,473,4,"Europa Foreign Car Care",shoreline,"1234 NE 175th St Shoreline, WA 98155","(206) 363-2727",king,0,1,2,Monday,13,,,,,,,,,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.756047,-122.314597,1,rooftop,1234,"NE 175th St",,,Shoreline,WA,"King County",98155,US,King
474,474,5,"Martin’s Auto Service",spokane,"2520 N Monroe St Spokane, WA 99205","(509) 325-4568",spokane,0,1,2,Monday,10,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.680912,-117.426305,1,rooftop,2520,"N Monroe St",,,Spokane,WA,"Spokane County",99205,US,"City of Spokane"
475,475,7,"Nef’s Auto Repair",spokane,"2405 N Division St Spokane, WA 99207","(509) 808-5064",spokane,0,1,1,Friday,11,0,0,,,,,,other,,"They returned phonecall/ left voicemail requesting to call them back",returned_call_with_quote_without_quote,0,1,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,47.679891,-117.411384,1,rooftop,2405,"N Division St",,,Spokane,WA,"Spokane County",99207,US,"City of Spokane"
476,476,5,"Save More Automotive",spokane,"2605 N Hamilton St Spokane, WA 99207","(509) 482-7283",spokane,0,1,2,Thursday,15,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.681596,-117.397065,1,rooftop,2605,"N Hamilton St",,,Spokane,WA,"Spokane County",99207,US,"City of Spokane"
477,477,5,"North Hill Auto Repair",spokane,"4410 N Wall St Spokane, WA 99205","(509) 328-5670",spokane,0,1,2,Thursday,14,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.698823,-117.421647,1,rooftop,4410,"N Wall St",,,Spokane,WA,"Spokane County",99205,US,"City of Spokane"
478,478,7,"Wilde Automotive",spokane,"103 E Lincoln Rd Spokane, WA 99208","(509) 473-0000",spokane,1,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.729756,-117.40901,1,rooftop,103,"E Lincoln Rd",,,Spokane,WA,"Spokane County",99208,US,"City of Spokane"
479,479,7,"Coyner’s Auto Repair","airway heights","11011 W 21st Ave Airway Heights, WA 99001","(509) 919-4582",spokane,0,1,1,Friday,11,1,0,0,0,550,,,,0,"They returned phonecall/ left voicemail",returned_call_with_quote,0,1,550,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,47.635187,-117.564449,1,rooftop,11011,"W 21st Ave",,,"Airway Heights",WA,"Spokane County",99001,US,Spokane
480,480,3,"Vandervert Automotive Services",spokane,"319 E Montgomery Ave Spokane, WA 99207","(509) 487-7720",spokane,0,0,1,Tuesday,16,1,0,0,1,590,,,,1,,no_comment,0,1,590,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,47.678544,-117.405112,1,rooftop,319,"E Montgomery Ave",,,Spokane,WA,"Spokane County",99207,US,"City of Spokane"
481,481,3,"Rob’s Automotive Repair & Exhaust",spokane,"7304 E Sprague Ave Spokane, WA 99212","(509) 413-1613",spokane,0,0,1,Wednesday,15,0,0,0,0,480,,,,0,,no_comment,0,1,480,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.656478,-117.306367,1,rooftop,7304,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99212,US,Spokane
482,482,3,"509 Mobile Service",spokane,"1818 W Francis Ave Spokane, WA 99205","(509) 992-8885",spokane,0,0,1,Tuesday,14,,,,,,,,does_not_provide_this_service,,"Went on voicemail - call back later - Mobile service",does_not_perform_service,0,1,,0,0,1,0,1,1,0,1,,,,0,1,0,0,0,47.716424,-117.43895,1,rooftop,1818,"W Francis Ave",,,Spokane,WA,"Spokane County",99205,US,Spokane
483,483,3,"Five Mile Auto Center",spokane,"6606 N Ash St Spokane, WA 99208","(509) 931-0438",spokane,0,0,1,Wednesday,15,,,,,,,,no_contact_after_2_tries,,"Not in service anymore",no_phone_contact,0,0,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.71799,-117.435777,1,rooftop,6606,"N Ash St",,,Spokane,WA,"Spokane County",99208,US,"City of Spokane"
484,484,7,"Pete’s Ind Honda Repair",spokane,"2630 E Sprague Ave Spokane, WA 99202","(509) 532-8631",spokane,0,1,1,Friday,11,0,0,0,0,520,,,,1,,no_comment,0,1,520,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47.657189,-117.370945,1,rooftop,2630,"E Sprague Ave",,,Spokane,WA,"Spokane County",99202,US,"City of Spokane"
485,485,1,"Bill’s Import Auto Repair",spokane,"3315 N Monroe St Spokane, WA 99205","(509) 328-2348",spokane,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.688375,-117.426866,1,rooftop,3315,"N Monroe St",,,Spokane,WA,"Spokane County",99205,US,"City of Spokane"
486,486,1,"Mechanics Pride Tire & Automotive",spokane,"2925 S Mount Vernon St Spokane, WA 99223","(509) 381-4017",spokane,1,1,1,Tuesday,12,0,0,0,1,,300,500,,0,,no_comment,1,1,400,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47.627634,-117.370857,1,rooftop,2925,"S Mt Vernon St",,,Spokane,WA,"Spokane County",99223,US,"City of Spokane"
487,487,5,"Mechanics Pride Tire & Automotive",spokane,"1126 W 2nd Ave Spokane, WA 99201","(509) 590-4520",spokane,1,1,1,Friday,14,,,,,,,,other,,"waiting for them to call back with quote",failed_callback,0,1,,0,1,0,0,1,1,0,1,,,,0,0,0,1,0,47.654596,-117.429207,1,rooftop,1126,"W 2nd Ave",,,Spokane,WA,"Spokane County",99201,US,"City of Spokane"
488,488,3,"Legacy Automotive Care Center",spokane,"230 N Division St Spokane, WA 99202","(509) 703-7630",spokane,0,0,1,Tuesday,15,,,,,,,,no_contact_after_2_tries,,"Out of service",no_phone_contact,0,0,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.659761,-117.410623,1,rooftop,230,"N Division St",,,Spokane,WA,"Spokane County",99202,US,Spokane
489,489,1,"Bob’s Service Center",spokane,"618 W Francis Ave Spokane, WA 99205","(509) 467-5493",spokane,0,1,1,Wednesday,12,0,0,0,0,,,,other,,"failed call back",failed_callback,0,1,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,47.715314,-117.421558,1,rooftop,618,"W Francis Ave",,,Spokane,WA,"Spokane County",99205,US,Spokane
490,490,3,"A-1 Automotive Repair Center",spokane,"20 N Napa St Spokane, WA 99202","(509) 822-6385",spokane,0,0,1,Tuesday,13,0,0,0,0,610.54,,,,0,,no_comment,0,1,610.54,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.657873,-117.381056,1,rooftop,20,"N Napa St",,,Spokane,WA,"Spokane County",99202,US,"City of Spokane"
491,491,1,"Apple Automotive",spokane,"Spokane, WA 99207","(509) 904-5151",spokane,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.693766,-117.379096,1,place,,,,,Spokane,WA,"Spokane County",99207,US,"TIGER/Line® dataset from the US Census Bureau"
492,492,7,"The 509 Garage",spokane,"3620 N Nevada St Spokane, WA 99207","(509) 598-8244",spokane,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.691389,-117.394772,1,rooftop,3620,"N Nevada St",,,Spokane,WA,"Spokane County",99207,US,"City of Spokane"
493,493,1,"Arrow Auto Repair",spokane,"3030 E Mission Ave Spokane, WA 99202","(509) 535-2886",spokane,0,1,1,Thursday,12,0,0,0,0,487.62,,,,0,"called me ""hun""",diminuative_language,0,1,487.62,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47.671695,-117.365454,1,rooftop,3030,"E Mission Ave",,,Spokane,WA,"Spokane County",99202,US,"City of Spokane"
494,494,7,"Perfection Tire & Auto Repair",spokane,"604 E 2nd Ave Spokane, WA 99202","(509) 747-1164",spokane,1,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.654317,-117.401812,1,rooftop,604,"E 2nd Ave",,,Spokane,WA,"Spokane County",99202,US,"City of Spokane"
495,495,3,"European Auto Haus",spokane,"6510 W Thorpe Rd Spokane, WA 99224","(509) 535-4506",spokane,0,0,1,Tuesday,14,0,0,0,0,,,,does_not_provide_this_service,,"Does not provide this service",does_not_perform_service,0,1,,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,47.614336,-117.503266,1,rooftop,6510,"W Thorpe Rd",,,Spokane,WA,"Spokane County",99224,US,Spokane
496,496,7,"Tune Tech",spokane,"3011 N Monroe St Spokane, WA 99205","(509) 324-8863",spokane,1,1,1,Wednesday,14,0,0,0,0,800,,,,0,,no_comment,0,1,800,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47.685243,-117.426908,1,rooftop,3011,"N Monroe St",,,Spokane,WA,"Spokane County",99205,US,"City of Spokane"
497,497,5,"Divine’s Auto Center",spokane,"822 W 2nd Ave Spokane, WA 99201","(509) 455-6202",spokane,1,1,1,Friday,13,0,1,1,0,600,,,,0,,no_comment,0,1,600,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,47.654782,-117.42437,1,rooftop,822,"W 2nd Ave",,,Spokane,WA,"Spokane County",99201,US,"City of Spokane"
498,498,1,"Pro Automotive",spokane,"17 S Fiske St Spokane, WA 99202","(509) 489-5106",spokane,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.656606,-117.365427,1,rooftop,17,"S Fiske St",,,Spokane,WA,"Spokane County",99202,US,"City of Spokane"
499,499,1,"Clyde’s Mobile Automotive",spokane,"Spokane, WA 99260","(509) 608-6317",spokane,0,1,,,,,,,,,,,other,,"mobile auto repair - remove",does_not_perform_service,0,0,,0,0,1,0,1,0,0,0,,,,0,0,0,1,0,47.653568,-117.431742,1,place,,,,,Spokane,WA,"Spokane County",99260,US,"TIGER/Line® dataset from the US Census Bureau"
500,500,3,"Dusty & Steve’s Automotive",spokane,"10101 N Newport Hwy Spokane, WA 99218","(509) 482-3029",spokane,0,0,1,Saturday,15,,,,,,,,no_contact_after_2_tries,,"Possibly out of business",no_phone_contact,0,0,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.748358,-117.403583,1,rooftop,10101,"N Newport Hwy",,,Spokane,WA,"Spokane County",99218,US,Spokane
501,501,5,"AutoCraft Dishman","spokane valley","106 S Willow Rd Spokane Valley, WA 99206","(509) 924-8575",spokane,0,1,1,Friday,10,0,0,0,0,650,,,,0,,no_comment,0,1,650,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.655905,-117.280493,1,rooftop,106,"S Willow Rd",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
502,502,6,"American Tire Depot-Tire Pros",spokane,"12003 N Division St Spokane, WA 99218","(509) 467-2076",spokane,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.765763,-117.406627,1,rooftop,12003,"N Division St",,,Spokane,WA,"Spokane County",99218,US,Spokane
503,503,2,"Ulrick’s Service Center",spokane,"3100 N Division St Spokane, WA 99207","(509) 381-1735",spokane,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.686849,-117.411167,1,range_interpolation,3100,"N Division St",,,Spokane,WA,"Spokane County",99207,US,"TIGER/Line® dataset from the US Census Bureau"
504,504,6,"Bee Line Auto Repair",mead,"15821 N Newport Hwy Mead, WA 99021","(509) 466-7900",spokane,0,0,2,Friday,16,,,,,,,,refused_to_provide_quote,,"Need to see the vehicle.",requires_physical_presence_or_additional_information,0,1,,0,0,0,1,0,1,0,1,,,,0,0,0,0,1,47.801679,-117.349403,1,rooftop,15821,"N Newport Hwy",,,Mead,WA,"Spokane County",99021,US,Spokane
505,505,6,"Silver Star Automotive",spokane,"1227 W 3rd Ave Spokane, WA 99201","(509) 835-5334",spokane,0,0,2,Monday,10,0,0,0,0,540,,,,0,,no_comment,0,1,540,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.653292,-117.43081,1,rooftop,1227,"W 3rd Ave",,,Spokane,WA,"Spokane County",99201,US,"City of Spokane"
506,506,4,"Manito Automotive Technicians",spokane,"3804 S Grand Blvd Spokane, WA 99203","(509) 838-0670",spokane,0,1,1,Thursday,13,0,0,0,1,,300,400,,0,"Suggests bringing in the car to get the exact quote anytime this week or next",additional_context,1,1,350,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.619642,-117.402422,1,rooftop,3804,"S Grand Blvd",,,Spokane,WA,"Spokane County",99203,US,"City of Spokane"
507,507,6,"Cheers Automotive","spokane valley","11802 E Mansfield Ave Ste 2 Spokane Valley, WA 99206","(509) 241-3556",spokane,0,0,1,Thursday,14,,,,,,,,refused_to_provide_quote,,"Need to see the vehicle.",requires_physical_presence_or_additional_information,0,1,,0,0,0,1,0,1,0,1,,,,0,0,0,0,1,47.677599,-117.245928,1,range_interpolation,11802,"E Mansfield Ave",Ste,2,"Spokane Valley",WA,"Spokane County",99206,US,"TIGER/Line® dataset from the US Census Bureau"
508,508,6,AutoCraft,"spokane valley","16911 E Sprague Ave Spokane Valley, WA 99037","(509) 924-8738",spokane,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.657805,-117.177225,1,rooftop,16911,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99037,US,Spokane
509,509,4,"Ray & Roy’s Repair","spokane valley","13524 E Sprague Ave Bldg 6 Spokane Valley, WA 99216","(509) 464-6801",spokane,0,1,2,Monday,13,0,0,0,0,,500,550,,0,"Simple Call. Quote inclusive of all taxes",indicated_no_additional_cost,1,1,525,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.656891,-117.221995,1,rooftop,13524,"E Sprague Ave",Ste,6,"Spokane Valley",WA,"Spokane County",99216,US,Spokane
510,510,2,"Greenacres Auto Repair & Service Center","spokane valley","525 N Barker Rd Spokane Valley, WA 99016","(509) 924-0728",spokane,0,0,1,Thursday,15,0,0,0,0,536,,,,1,"295 radiator, 241 labor",additional_context,0,1,536,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.662363,-117.154128,1,rooftop,525,"N Barker Rd",,,"Spokane Valley",WA,"Spokane County",99016,US,Spokane
511,511,4,"Northwest Automotive Centers","spokane valley","324 N Pines Rd Spokane Valley, WA 99206","(509) 922-2006",spokane,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.66048,-117.239243,1,rooftop,324,"N Pines Rd",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
512,512,1,"Mechanics Pride Tire & Automotive","spokane valley","523 N Pines Rd Spokane Valley, WA 99206","(509) 321-7243",spokane,1,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.662259,-117.240547,1,rooftop,523,"N Pines Rd",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
513,513,6,"Sculley’s Automotive","spokane valley","420 N Pines Rd Spokane Valley, WA 99206","(509) 340-9923",spokane,1,0,1,Thursday,14,0,0,0,0,550,,,,0,,no_comment,0,1,550,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.660929,-117.239601,1,range_interpolation,420,"N Pines Rd",,,"Spokane Valley",WA,"Spokane County",99206,US,"TIGER/Line® dataset from the US Census Bureau"
514,514,4,"Off-Road Essentials","spokane valley","21 S Thierman Rd Ste D Spokane Valley, WA 99212","(509) 991-2151",spokane,0,1,1,Thursday,15,0,0,0,0,710,,,,1,"Addtional Tax",indicated_additional_cost,0,1,710,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.656329,-117.31442,1,rooftop,21,"S Thierman Rd",Ste,D,"Spokane Valley",WA,"Spokane County",99212,US,Spokane
515,515,6,"Affordable Brakes And Suspension","spokane valley","7505 E Sprague Ave Spokane Valley, WA 99212","(509) 242-3018",spokane,0,0,1,Friday,14,1,0,0,0,650,,,,0,,no_comment,0,1,650,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47.657238,-117.302385,1,rooftop,7505,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99212,US,Spokane
516,516,8,"Botzon’s Automotive","spokane valley","221 S Dishman Rd Spokane Valley, WA 99206","(509) 928-4747",spokane,0,0,1,Friday,11,0,0,0,1,706.05,,,,1,,no_comment,0,1,706.05,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,47.654516,-117.281957,1,rooftop,221,"S Dishman Rd",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
517,517,4,"Europro Automotive","spokane valley","11905 E Sprague Ave Spokane Valley, WA 99206","(509) 922-2258",spokane,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.657676,-117.245205,1,rooftop,11905,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
518,518,6,"Quantum Auto Care","spokane valley","10415 E Sprague Ave Spokane Valley, WA 99206","(509) 443-4818",spokane,0,0,1,Thursday,15,0,0,0,0,595.06,,,,0,,no_comment,0,1,595.06,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.65805,-117.264586,1,rooftop,10415,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
519,519,2,"Anglers Auto Service","spokane valley","15220 E Sprague Ave Spokane Valley, WA 99037","(509) 279-2343",spokane,0,0,2,Tuesday,9,,,,,,,,no_contact_after_2_tries,,"Voicemail, seems to be a Midas branch?",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.656669,-117.199379,1,rooftop,15220,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99037,US,Spokane
520,520,2,"Divine’s Auto Center","spokane valley","1520 N Pines Rd Spokane Valley, WA 99206","(509) 922-3911",spokane,1,0,1,Tuesday,12,0,0,0,1,598,,,,0,"Hard to estimate because his vendor doesn't have the part atm. Rough guess. After tax, exludes fluid.",additional_context,0,1,598,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.671199,-117.239224,1,rooftop,1520,"N Pines Rd",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
521,521,8,"Stark Auto","spokane valley","15220 E Sprague Spokane Valley, WA 99037","(509) 279-2343",spokane,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,47.656669,-117.199379,1,rooftop,15220,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99037,US,Spokane
522,522,8,"Golden Rule Brake - Spokane Valley","spokane valley","815 N Pines Rd Spokane Valley, WA 99206","(509) 928-9280",spokane,1,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,47.66508,-117.240161,1,rooftop,815,"N Pines Rd",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
523,523,4,"Outback Towing and Victoria Towing","spokane valley","12121 E Portland Ave Spokane Valley, WA 99206","(509) 891-1840",spokane,0,1,1,Thursday,15,0,0,0,0,,,,does_not_provide_this_service,,"Don't do this service",does_not_perform_service,0,1,,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,47.690958,-117.241969,1,rooftop,12121,"E Portland Ave",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
524,524,6,"Ultimate Auto Care and Sales","spokane valley","6615 E Broadway Ave Spokane Valley, WA 99212","(509) 222-8584",spokane,0,0,1,Friday,10,0,0,0,0,530,,,,0,,no_comment,0,1,530,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.6643,-117.315375,1,rooftop,6615,"E Broadway Ave",,,"Spokane Valley",WA,"Spokane County",99212,US,Spokane
525,525,2,"Lake Street Industries","spokane valley","7501 E Sprague Ave Spokane Valley, WA 99212","(509) 878-4217",spokane,0,0,1,,,,,,,,,,no_contact_after_2_tries,,"number not in service",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.657279,-117.303405,1,rooftop,7501,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99212,US,Spokane
526,526,6,"Master Tech Automotive","spokane valley","15716 E Sprague Ave Spokane Valley, WA 99037","(509) 319-5574",spokane,1,0,2,Monday,11,1,0,0,0,700,,,,0,,no_comment,0,1,700,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,47.656349,-117.193004,1,rooftop,15716,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99037,US,Spokane
527,527,2,Tire-Rama,spokane,"11711 E Sprague Ave Spokane, WA 99202","(509) 924-7777",spokane,1,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.657649,-117.247042,0.95,rooftop,11711,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
528,528,8,"Garry’s Auto Repair & Service Center","spokane valley","11616 E Montgomery Dr Ste 47 Spokane Valley, WA 99206","(509) 926-1821",spokane,0,0,1,Wednesday,14,0,0,1,0,825,,,,0,,no_comment,0,1,825,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,47.67733,-117.248892,1,rooftop,11616,"E Montgomery Dr",Ste,47,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
529,529,4,"Perfection Tire & Auto Repair",spokane,"10721 E Sprague Spokane, WA 99206","(509) 924-4244",spokane,1,1,1,Saturday,15,0,0,0,1,620,,,,0,"Addtional Tax",indicated_additional_cost,0,1,620,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.657548,-117.260221,1,rooftop,10721,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
530,530,2,Midas,"spokane valley","15220 E Sprague Ave Spokane Valley, WA 99206","(509) 590-4713",spokane,1,0,2,Tuesday,10,,,,,,,,no_contact_after_2_tries,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.656669,-117.199379,0.8,rooftop,15220,"E Sprague Ave",,,"Spokane Valley",WA,"Spokane County",99037,US,Spokane
531,531,6,"Tonys Automotive & Collision","spokane valley","115 S Blake Rd Spokane Valley, WA 99216","(509) 922-3356",spokane,0,0,1,Friday,14,0,0,0,0,,,,does_not_provide_this_service,,,no_comment,0,1,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,47.655914,-117.223277,1,rooftop,115,"S Blake Rd",,,"Spokane Valley",WA,"Spokane County",99216,US,Spokane
532,532,4,"Charly’s Valley Emission Center","spokane valley","12125 E Trent Ave Spokane Valley, WA 99206","(509) 924-6889",spokane,0,1,1,Monday,16,0,0,0,1,,300,375,,0,"Can see and tell the exact amount",additional_context,1,1,337.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.689828,-117.241101,1,rooftop,12125,"E Trent Ave",,,"Spokane Valley",WA,"Spokane County",99206,US,Spokane
533,533,6,"Lloyd & Wilson Auto Service Inc.",tacoma,"631 S Baker St Tacoma, WA 98402","(253) 627-1514",pierce,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.257491,-122.443473,1,rooftop,631,"S Baker St",,,Tacoma,WA,"Pierce County",98402,US,Pierce
534,534,8,"Expert Muffler & Auto Repair",tacoma,"1240 S Sprague Ave Tacoma, WA 98405","(253) 573-0422",pierce,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,47.248839,-122.463465,1,rooftop,1240,"S Sprague Ave",,,Tacoma,WA,"Pierce County",98405,US,Pierce
535,535,2,"Mackert Automotive","gig harbor","3416-B 57th St Ct NW Gig Harbor, WA 98335","(253) 851-3307",pierce,0,0,1,Tuesday,8,0,0,0,0,,,,refused_to_provide_quote,,"Hard to give a quote for the labor on such an old car.",requires_physical_presence_or_additional_information,0,1,,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,47.31012,-122.585688,0.87,rooftop,3416,"57th St Ct",,,"Gig Harbor",WA,"Pierce County",98335,US,Pierce
